Orthogroups	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1	Totals	Domains
OG0001067	1	1	1	3	NYN (3)
OG0001068	1	1	1	3	Mur_ligase_C (3),Mur_ligase_M (3)
OG0001069	1	1	1	3	Aminotran_5 (2),DegT_DnrJ_EryC1 (1),Cys_Met_Meta_PP (1)
OG0001070	1	1	1	3	CbiG_N (2),CbiG_mid (2),CbiG_C (3),TP_methylase (1)
OG0001071	1	1	1	3	Peptidase_M16 (3),Peptidase_M16_C (3)
OG0001072	3	0	0	3	UvrD-helicase (1),AAA_19 (1)
OG0001073	1	1	1	3	
OG0001074	1	1	1	3	Lactamase_B (3),Lactamase_B_2 (3)
OG0001075	1	1	1	3	AhpC-TSA (2),Redoxin (2)
OG0001076	1	1	1	3	T2SSC (1)
OG0001077	1	1	1	3	Aldose_epim (2)
OG0001078	1	1	1	3	
OG0001079	1	1	1	3	Wzy_C (3)
OG0001080	1	1	1	3	Abhydrolase_6 (3),Hydrolase_4 (3),Abhydrolase_1 (3)
OG0001081	1	1	1	3	DUF3177 (3)
OG0001082	1	1	1	3	CP12 (3)
OG0001083	1	1	1	3	TatA_B_E (2)
OG0001084	1	1	1	3	Ketoacyl-synt_C (3),ketoacyl-synt (3)
OG0001085	1	1	1	3	Pro_isomerase (3)
OG0001086	1	1	1	3	SHOCT (3),TM2 (2)
OG0001087	1	1	1	3	DUF1825 (3)
OG0001088	1	1	1	3	DUF760 (2)
OG0001089	1	1	1	3	NTP_transf_9 (3)
OG0001090	1	1	1	3	NTP_transferase (2),NTP_transf_3 (2),PGM_PMM_II (2),PGM_PMM_III (2),PGM_PMM_I (2),Hexapep (2)
OG0001091	1	1	1	3	DAGK_prokar (3)
OG0001092	1	1	1	3	GATase (3),Peptidase_C26 (3)
OG0001093	1	1	1	3	Lactamase_B_3 (3)
OG0001094	1	1	1	3	BPD_transp_1 (2)
OG0001095	1	1	1	3	BPL_LplA_LipB (3)
OG0001096	1	1	1	3	Peptidase_M50 (2),Peptidase_M50B (1),CBS (1)
OG0001097	1	1	1	3	DnaJ_C (2),DnaJ (2)
OG0001098	1	1	1	3	PDZ (2),Peptidase_S41 (2),Peptidase_M50 (1),PDZ_2 (2),PDZ_6 (2),Tricorn_C1 (1)
OG0001099	1	1	1	3	
OG0001100	1	1	1	3	GATase (3),CPSase_sm_chain (3),Peptidase_C26 (1)
OG0001101	1	1	1	3	CBM_11 (2),CIA30 (2)
OG0001102	1	1	1	3	DsbD_2 (2),DsbD (2)
OG0001103	1	1	1	3	Transglut_core (2)
OG0001104	1	1	1	3	TrkA_N (2),TrkA_C (2),NAD_binding_2 (1),Sacchrp_dh_NADP (1),3HCDH_N (1),F420_oxidored (1)
OG0001105	1	1	1	3	TrkH (2)
OG0001106	1	1	1	3	RimP_N (2)
OG0001107	1	1	1	3	KH_5 (2),NusA_N (2)
OG0001108	1	1	1	3	YlxR (2)
OG0001109	1	1	1	3	MMR_HSR1 (2),IF-2 (2),IF2_N (2),GTP_EFTU (2),Arf (1),Ras (1)
OG0001110	1	1	1	3	GDP_Man_Dehyd (3),Epimerase (3),3Beta_HSD (3),NmrA (2),Polysacc_synt_2 (1),RmlD_sub_bind (3)
OG0001111	1	1	1	3	DUF4327 (3)
OG0001112	1	1	1	3	Hydrolase_like (2),PNK3P (3),HAD (1),HAD_2 (1)
OG0001113	1	1	1	3	SelR (3)
OG0001114	1	1	1	3	SecG (3)
OG0001115	1	1	1	3	Ribosomal_S30AE (3),Ribosom_S30AE_C (3)
OG0001116	1	1	1	3	Peptidase_M20 (3),M20_dimer (3)
OG0001117	2	1	0	3	DDE_Tnp_1 (3)
OG0001118	1	1	1	3	Fer4_9 (3),Aldo_ket_red (3),Fer4_17 (3)
OG0001119	1	1	1	3	BFN_dom (3)
OG0001120	1	1	1	3	
OG0001121	1	1	1	3	FGE-sulfatase (3),DinB_2 (1)
OG0001122	1	1	1	3	Response_reg (3),GerE (3)
OG0001123	1	1	1	3	Phe_tRNA-synt_N (3),tRNA-synt_2d (3)
OG0001124	1	1	1	3	Glycos_transf_2 (2),Glyco_tranf_2_2 (2),Glyco_transf_7C (2),Glyco_tranf_2_3 (2)
OG0001125	1	1	1	3	PGK (2)
OG0001126	1	1	1	3	Usp (2)
OG0001127	1	1	1	3	IF3_C (2),IF3_N (2)
OG0001128	1	1	1	3	BPD_transp_2 (3)
OG0001129	1	1	1	3	BPD_transp_2 (3)
OG0001130	1	1	1	3	Fic (3)
OG0001131	1	1	1	3	RPE65 (3)
OG0001132	1	1	1	3	LptC (3)
OG0001133	1	1	1	3	Pep_deformylase (2)
OG0001134	1	1	1	3	PPK2 (3)
OG0001135	1	1	1	3	
OG0001136	1	1	1	3	YlmH_RBD (3),S4 (3)
OG0001137	1	1	1	3	GDP_Man_Dehyd (2),Epimerase (3),3Beta_HSD (3),NAD_binding_4 (2),NmrA (2),RmlD_sub_bind (2),NAD_binding_10 (3),Polysacc_synt_2 (1)
OG0001138	1	1	1	3	Glycos_transf_2 (3),Glyco_tranf_2_3 (3),Glyco_tranf_2_2 (1)
OG0001139	1	1	1	3	PNP_UDP_1 (2)
OG0001140	1	1	1	3	DUF3593 (3)
OG0001141	1	1	1	3	UreD (3)
OG0001142	1	1	1	3	CYTH (3)
OG0001143	1	1	1	3	T2SSE (3),Zeta_toxin (1)
OG0001144	1	1	1	3	T2SSF (3)
OG0001145	1	1	1	3	Ribosomal_L21p (2)
OG0001146	1	1	1	3	Ribosomal_L27 (2)
OG0001147	1	1	1	3	Bax1-I (3)
OG0001148	1	1	1	3	Pro_racemase (1),PhzC-PhzF (3)
OG0001149	1	2	0	3	Uma2 (2)
OG0001150	1	1	1	3	Pept_tRNA_hydro (3)
OG0001151	1	1	1	3	
OG0001152	1	1	1	3	EF_TS (2)
OG0001153	1	1	1	3	Ribosomal_S2 (2)
OG0001154	1	1	1	3	Cpn10 (3)
OG0001155	1	1	1	3	RtcB (2)
OG0001156	1	1	1	3	Rad51 (3),RecA (3),ATPase (1)
OG0001157	1	1	1	3	CofH_C (2),Radical_SAM (2)
OG0001158	1	1	1	3	Response_reg (3),Sigma70_r4_2 (1),GerE (3)
OG0001159	1	1	1	3	
OG0001160	1	1	1	3	DUF697 (3)
OG0001161	1	1	1	3	ATP-grasp_5 (2),ATP-grasp_2 (2),Ligase_CoA (1)
OG0001162	1	1	1	3	FAD_binding_2 (3),GIDA (1),Amino_oxidase (3),NAD_binding_8 (3),DAO (3)
OG0001163	1	1	1	3	PsiE (3)
OG0001164	1	1	1	3	tRNA-synt_1g (3),tRNA-synt_1e (3),tRNA-synt_1 (1),DALR_2 (3)
OG0001165	1	1	1	3	OTCace (3),OTCace_N (3)
OG0001166	1	1	1	3	Acyl_transf_1 (3)
OG0001167	1	1	1	3	GDP_Man_Dehyd (3),Epimerase (3),3Beta_HSD (3),NAD_binding_4 (2),RmlD_sub_bind (3),Polysacc_synt_2 (3),adh_short (1),NAD_binding_10 (1)
OG0001168	1	1	1	3	YceD (3)
OG0001169	1	1	1	3	R3H (3)
OG0001170	1	1	1	3	60KD_IMP (3)
OG0001171	1	1	1	3	bPH_2 (3)
OG0001172	1	1	1	3	Ribonuclease_P (3)
OG0001173	1	1	1	3	Ribosomal_L34 (3)
OG0001174	1	1	1	3	Trans_reg_C (3),Response_reg (3)
OG0001175	1	1	1	3	MreC (3)
OG0001176	1	1	1	3	Lactamase_B (2),Lactamase_B_2 (2)
OG0001177	1	1	1	3	FTR1 (2)
OG0001178	1	1	1	3	ArgJ (3)
OG0001179	1	1	1	3	Peptidase_M10 (1)
OG0001180	1	1	1	3	FolB (3)
OG0001181	3	0	0	3	DUF2281 (2)
OG0001182	1	1	1	3	PIN (3)
OG0001183	1	2	0	3	
OG0001184	1	1	1	3	CbiM (2)
OG0001185	1	1	1	3	FumaraseC_C (3),Lyase_1 (3)
OG0001186	1	2	0	3	XisI (2)
OG0001187	1	1	1	3	Methyltransf_25 (3),MTS (3),Methyltransf_4 (2),Methyltransf_31 (3),Ubie_methyltran (3),Methyltransf_12 (3),Methyltransf_23 (3),PCMT (3),Methyltransf_11 (3),PrmA (2),Methyltransf_9 (1),Methyltransf_32 (1)
OG0001188	1	1	1	3	Methyltransf_11 (3)
OG0001189	2	1	0	3	TPR_17 (1),TPR_8 (1),Glyco_transf_41 (3),Glycos_transf_1 (1),Glyco_trans_1_4 (1),TPR_11 (1),Glyco_transf_4 (1)
OG0001190	1	1	1	3	
OG0001191	1	1	1	3	
OG0001192	1	1	1	3	COX1 (2)
OG0001193	1	1	1	3	COX3 (2)
OG0001194	1	1	1	3	Radical_SAM_N2 (3),Radical_SAM (3),DUF2344 (3)
OG0001195	1	1	1	3	MOSC (2),MOSC_N (2)
OG0001196	1	1	1	3	
OG0001197	1	1	1	3	THF_DHG_CYH_C (3),THF_DHG_CYH (3)
OG0001198	1	1	1	3	PDZ_6 (3),Radical_SAM_2 (3),DUF512 (3)
OG0001199	1	1	1	3	UvrA_inter (2),UvrA_DNA-bind (2)
OG0001200	1	1	1	3	Abhydrolase_6 (3),Hydrolase_4 (3),Abhydrolase_1 (3),Lipase_3 (1)
OG0001201	1	1	1	3	Asp_Glu_race (3)
OG0001202	1	1	1	3	GST_N (2),GST_N_3 (2),GST_N_2 (2),GST_C_2 (1),GST_C (2),GST_C_3 (2)
OG0001203	1	1	1	3	
OG0001204	1	1	1	3	DUF6761 (3)
OG0001205	1	1	1	3	TPM_phosphatase (3)
OG0001206	1	1	1	3	
OG0001207	1	1	1	3	MerR (3),MerR_1 (3),MerR-DNA-bind (3)
OG0001208	1	1	1	3	ComFB (3)
OG0001209	1	1	1	3	Hydrolase_like (3),Hydrolase (3),HAD_2 (3),HAD (1)
OG0001210	1	1	1	3	Penicillinase_R (3)
OG0001211	1	1	1	3	Peptidase_M48 (3)
OG0001212	1	1	1	3	DUF1995 (3)
OG0001213	1	1	1	3	CNNM (2),CBS (2)
OG0001214	1	0	2	3	Exosortase_EpsH (2)
OG0001215	1	1	1	3	GDP_Man_Dehyd (2),Epimerase (2),3Beta_HSD (2),NAD_binding_4 (2),NmrA (2),NAD_binding_10 (2),Polysacc_synt_2 (2),RmlD_sub_bind (2)
OG0001216	1	1	1	3	FAD_binding_4 (2),FAD-oxidase_C (2)
OG0001217	1	1	1	3	TP_methylase (2)
OG0001218	1	1	1	3	MinC_C (3)
OG0001219	1	1	1	3	AIRS_C (2),AIRS (2)
OG0001220	1	1	1	3	DPBB_1 (2)
OG0001221	1	1	1	3	ACT_5 (3),ALS_ss_C (3),ACT (3)
OG0001222	1	1	1	3	HTH_DeoR (2),HTH_24 (2),Mga (1),HTH_11 (2),HTH_5 (2),HTH_34 (1),MarR (1),HTH_20 (1),MarR_2 (1)
OG0001223	1	1	1	3	TsaD (3)
OG0001224	1	1	1	3	FTSW_RODA_SPOVE (2)
OG0001225	1	1	1	3	Proton_antipo_C (2),Proton_antipo_M (2),Proton_antipo_N (2)
OG0001226	1	1	1	3	Aminotran_5 (3)
OG0001227	1	1	1	3	Asparaginase_II (3)
OG0001228	1	1	1	3	Phycobilisome (2)
OG0001229	1	1	1	3	PDZ (3),Peptidase_S41 (3),Peptidase_M50 (3),PDZ_2 (3),PDZ_6 (3)
OG0001230	1	1	1	3	DUF212 (3)
OG0001231	1	1	1	3	polyprenyl_synt (3)
OG0001232	1	1	1	3	Enolase_N (3),Enolase_C (3)
OG0001233	1	1	1	3	ABC2_membrane_2 (1)
OG0001234	1	1	1	3	
OG0001235	1	1	1	3	FAD_binding_4 (3)
OG0001236	1	1	1	3	Mur_ligase_M (2)
OG0001237	1	1	1	3	ECH_1 (3),ECH_2 (3)
OG0001238	1	1	1	3	
OG0001239	1	1	1	3	DHO_dh (3)
OG0001240	1	1	1	3	CobD_Cbib (3)
OG0001241	1	1	1	3	Transpeptidase (3),FHA (3),Transgly (3),Yop-YscD_cpl (2)
OG0001242	1	1	1	3	DBI_PRT (1)
OG0001243	1	1	1	3	
OG0001244	1	1	1	3	SBP_bac_6 (3),SBP_bac_8 (3),SBP_bac_1 (1)
OG0001245	1	1	1	3	SurE (3),Glyco_transf_4 (1)
OG0001246	1	1	1	3	
OG0001247	1	1	1	3	PSRP-3_Ycf65 (3)
OG0001248	1	1	1	3	PDT (3),ACT (3)
OG0001249	1	1	1	3	DUF4079 (3)
OG0001250	1	1	1	3	LDcluster4 (2),HHH_5 (1),DprA_WH (3),DNA_processg_A (3)
OG0001251	1	1	1	3	
OG0001252	1	1	1	3	DUF2499 (3)
OG0001253	1	1	1	3	DUF6130 (1)
OG0001254	1	1	1	3	YbjN (2)
OG0001255	1	1	1	3	PseudoU_synth_2 (2),S4 (2)
OG0001256	1	1	1	3	LmeA (2)
OG0001257	1	1	1	3	BPD_transp_1 (3)
OG0001258	1	1	1	3	ABC2_membrane (3)
OG0001259	1	1	1	3	ABC_tran (3),Wzt_C (2)
OG0001260	1	1	1	3	AlaDh_PNT_C (3),AlaDh_PNT_N (3),2-Hacid_dh_C (1)
OG0001261	1	1	1	3	
OG0001262	1	1	1	3	NdhN (3)
OG0001263	1	1	1	3	ABC_tran (3),ABC_membrane (3)
OG0001264	1	1	1	3	AraR_C (2),NUDIX (2)
OG0001265	2	1	0	3	Ion_trans_2 (2),Lig_chan-Glu_bd (2),SBP_bac_3 (2),Lig_chan (2),Ion_trans (1)
OG0001266	1	1	1	3	CbiQ (3)
OG0001267	1	1	1	3	DUF370 (3)
OG0001268	1	1	1	3	NAD_binding_3 (3),Homoserine_dh (3),ACT (3)
OG0001269	1	1	1	3	COX15-CtaA (2)
OG0001270	1	1	1	3	UbiA (2)
OG0001271	1	1	1	3	Asp_decarbox (3)
OG0001272	1	1	1	3	
OG0001273	1	1	1	3	DUF2470 (2)
OG0001274	1	1	1	3	NurA (2)
OG0001275	1	1	1	3	Cytochrom_C_asm (2)
OG0001276	1	1	1	3	GFO_IDH_MocA (2),GFO_IDH_MocA_C (2)
OG0001277	1	1	1	3	SBP_bac_3 (2)
OG0001278	1	1	1	3	ResIII (3),PriA_3primeBD (3),Helicase_C (3),PriA_C (3),DEAD (3),PriA_CRR (2)
OG0001279	2	0	1	3	Proton_antipo_M (3)
OG0001280	1	1	1	3	Complex1_30kDa (2)
OG0001281	1	1	1	3	Oxidored_q6 (2)
OG0001282	1	1	1	3	Oxidored_q4 (2)
OG0001283	1	1	1	3	HHH_5 (3),GIY-YIG (3),UvrC_RNaseH_dom (3),HHH_2 (3),UVR (3),HHH (1)
OG0001284	1	1	1	3	
OG0001285	2	0	1	3	Y1_Tnp (3)
OG0001286	1	1	1	3	E1_dh (2),TPP_enzyme_C (2)
OG0001287	1	1	1	3	Rubrerythrin (3)
OG0001288	1	1	1	3	ABC_tran (3)
OG0001289	1	1	1	3	HHH_5 (3),DNA_ligase_ZBD (3),DNA_ligase_aden (3),PTCB-BRCT (3),BRCT (3),HHH_2 (3),DNA_ligase_OB (3)
OG0001290	1	1	1	3	DICT (2),HATPase_c (2),GAF (2),GAF_2 (2),CHASE6_C (2),HisKA (2),GAF_3 (1)
OG0001291	1	1	1	3	Cupredoxin_1 (3),Copper-bind (3)
OG0001292	1	1	1	3	Tic22 (3)
OG0001293	1	1	1	3	HD (2),Ppx-GppA (2)
OG0001294	1	1	1	3	ResIII (2),RecG_dom3_C (2),Helicase_C (2),RecG_wedge (2),DEAD (2)
OG0001295	1	1	1	3	FAD_binding_2 (2),Amino_oxidase (3),NAD_binding_8 (3)
OG0001296	1	1	1	3	PRK (3)
OG0001297	1	1	1	3	Methyltransf_25 (3),Methyltransf_31 (3),Ubie_methyltran (3),Methyltransf_12 (2),Methyltransf_23 (1),PCMT (2),Methyltransf_11 (3)
OG0001298	1	1	1	3	Chloroa_b-bind (1)
OG0001299	1	1	1	3	Response_reg (3),GerE (3),Sigma70_r4_2 (2)
OG0001300	1	1	1	3	Ala_racemase_C (2),Ala_racemase_N (2)
OG0001301	1	1	1	3	MotA_ExbB (2)
OG0001302	1	1	1	3	DSHCT (3),ResIII (3),DEAD (3),Helicase_C (2)
OG0001303	1	1	1	3	Polyketide_cyc (3),Polyketide_cyc2 (3)
OG0001304	1	1	1	3	ABC_tran (2)
OG0001305	1	1	1	3	Phasin (2)
OG0001306	1	1	1	3	DM13 (3)
OG0001307	1	1	1	3	NTP_transf_3 (2),IspD (2)
OG0001308	1	1	1	3	Putative_PNPOx (2),Pyridox_oxase_2 (2)
OG0001309	1	1	1	3	
OG0001310	1	2	0	3	p450 (3)
OG0001311	3	0	0	3	MS_channel (3)
OG0001312	1	1	1	3	HAS-barrel (1)
OG0001313	1	1	1	3	Helicase_C (3),DEAD (3),RecQ_Zn_bind (2)
OG0001314	1	1	1	3	MS_channel (3)
OG0001315	1	1	1	3	DNA_pol3_delta2 (3),AAA (3),DNA_pol3_gamma3 (3)
OG0001316	1	2	0	3	
OG0001317	1	1	1	3	MMR_HSR1 (2)
OG0001318	1	1	1	3	CTP_transf_like (2)
OG0001319	1	1	1	3	GARS_N (3),GARS_C (3),GARS_A (3),ATP-grasp_3 (1),CPSase_L_D2 (2)
OG0001320	1	1	1	3	QueF (2)
OG0001321	1	1	1	3	FKBP_C (3),Trigger_N (3),Trigger_C (3)
OG0001322	1	1	1	3	Oxidored_nitro (2),PCP_red (2)
OG0001323	1	1	1	3	UPF0014 (2)
OG0001324	1	1	1	3	TPP_enzyme_M_2 (3),TPP_enzyme_N (3),TPP_enzyme_C (1)
OG0001325	1	1	1	3	PGM1_C (3)
OG0001326	2	0	1	3	
OG0001327	1	1	1	3	HicB_lk_antitox (2)
OG0001328	1	1	1	3	DHHA1 (3),tRNA_SAD (3),tRNA-synt_2c (3)
OG0001329	1	1	1	3	SAM_HAT_C (3),SAM_HAT_N (3)
OG0001330	1	1	1	3	SLH (2)
OG0001331	1	1	1	3	G3P_acyltransf (3)
OG0001332	1	1	1	3	Epimerase (3),GDP_Man_Dehyd (3)
OG0001333	1	1	1	3	cobW (2)
OG0001334	1	1	1	3	Amidase_3 (2)
OG0001335	1	1	1	3	P5CR_dimer (3),F420_oxidored (3)
OG0001336	1	1	1	3	AhpC-TSA (3),Redoxin (3)
OG0001337	1	1	1	3	Trans_reg_C (2),Response_reg (2)
OG0001338	1	1	1	3	PK_C (3),PK (3),HpcH_HpaI (1)
OG0001339	1	1	1	3	S1 (3)
OG0001340	1	1	1	3	Ycf9 (3)
OG0001341	1	1	1	3	DMRL_synthase (3)
OG0001342	1	1	1	3	
OG0001343	1	1	1	3	PALP (2)
OG0001344	1	1	1	3	ABC1 (2)
OG0001345	1	1	1	3	Anticodon_1 (2),Val_tRNA-synt_C (2),CAAD (1),tRNA-synt_1g (2),tRNA-synt_1_2 (2),tRNA-synt_1 (2)
OG0001346	1	1	1	3	
OG0001347	1	1	1	3	NadA (2)
OG0001348	1	1	1	3	Met_gamma_lyase (2),Cys_Met_Meta_PP (2),Aminotran_1_2 (1)
OG0001349	1	1	1	3	UPF0758_N (2),RadC (2)
OG0001350	1	1	1	3	Metallophos (2)
OG0001351	1	1	1	3	MiaE (3)
OG0001352	1	1	1	3	TerC (2)
OG0001353	1	1	1	3	RuvX (2)
OG0001354	1	1	1	3	AAA_25 (2),DnaB_C (2),ATPase (2),Rubredoxin_2 (2),ChlI (2),Lon_C (1)
OG0001355	1	1	1	3	tRNA-synt_1d (3),Arg_tRNA_synt_N (3),DALR_1 (3)
OG0001356	1	1	1	3	DNA_gyraseA_C (2),DNA_topoisoIV (2)
OG0001357	1	1	1	3	Cu-oxidase_4 (3)
OG0001358	1	1	1	3	PD40 (2)
OG0001359	1	1	1	3	Ycf66_N (2)
OG0001360	1	1	1	3	PsbX (2)
OG0001361	1	1	1	3	KR (3),adh_short (3),adh_short_C2 (3)
OG0001362	1	1	1	3	His_Phos_1 (2)
OG0001363	1	1	1	3	Ribosomal_S20p (2)
OG0001364	1	1	1	3	TatD_DNase (2)
OG0001365	1	1	1	3	RNA_pol_Rpb2_2 (2),RNA_pol_Rpb2_1 (2),RNA_pol_Rpb2_6 (2),RNA_pol_Rpb2_3 (2),RNA_pol_Rpb2_7 (2),RNA_pol_Rpb2_45 (2)
OG0001366	1	1	1	3	RNA_pol_Rpb1_5 (2),RNA_pol_Rpb1_4 (2),RNA_pol_Rpb1_3 (1)
OG0001367	1	1	1	3	DHQ_synthase (2),Fe-ADH_2 (2),Fe-ADH (2)
OG0001368	1	1	1	3	Ribosomal_L20 (2)
OG0001369	1	1	1	3	Ribosomal_L35p (2)
OG0001370	1	1	1	3	Radical_SAM (2)
OG0001371	1	1	1	3	HSP33 (2)
OG0001372	1	1	1	3	ThylakoidFormat (2)
OG0001373	1	1	1	3	Seryl_tRNA_N (3),tRNA-synt_2b (3)
OG0001374	1	1	1	3	Ham1p_like (3)
OG0001375	1	1	1	3	ROK (3)
OG0001376	1	1	1	3	TPR_2 (3),TPR_1 (3),TPR_17 (1),TPR_11 (3),TPR_16 (3),TPR_6 (3),TPR_8 (3),TPR_10 (1),TPR_7 (1),TPR_9 (1)
OG0001377	1	1	1	3	HhH-GPD (3),HHH (1)
OG0001378	1	1	1	3	BE_C (3),Glyco_hydro_57 (3)
OG0001379	1	1	1	3	Peptidase_M17_N (3),Peptidase_M17 (3)
OG0001380	1	1	1	3	DUF2839 (2)
OG0001381	1	1	1	3	DUF2854 (2)
OG0001382	1	1	1	3	AMP-binding_C (2),ACAS_N (2),AMP-binding (2)
OG0001383	1	1	1	3	DUF1997 (3)
OG0001384	1	1	1	3	AIRC (2)
OG0001385	1	1	1	3	F420_oxidored (2),NAD_binding_2 (2),NAD_binding_11 (2)
OG0001386	1	1	1	3	Glycos_transf_2 (2),Glyco_tranf_2_3 (2),Glyco_transf_21 (2)
OG0001387	1	1	1	3	Carb_kinase (2),YjeF_N (2)
OG0001388	1	1	1	3	Rce1-like (3)
OG0001389	1	1	1	3	PsbM (3)
OG0001390	2	0	1	3	Hydrolase_like (2),HAD (2),HAD_2 (3),Hydrolase (2)
OG0001391	1	1	1	3	NAD_binding_2 (2),ACT (2),2-Hacid_dh (2),2-Hacid_dh_C (2),PGDH_inter (2)
OG0001392	1	1	1	3	Methyltransf_25 (1),MTS (2),Methyltransf_31 (1),Methyltransf_11 (1),Methyltransf_23 (1),PrmA (2),Met_10 (1)
OG0001393	1	1	1	3	CHAD (2)
OG0001394	1	1	1	3	AAA_18 (1),SKI (2),AAA_33 (1),AAA (1),Cytidylate_kin2 (1)
OG0001395	1	1	1	3	YGGT (3)
OG0001396	1	1	1	3	Hydrolase_like (3),Hydrolase (3),HAD_2 (3)
OG0001397	1	1	1	3	Oxidored_q2 (2)
OG0001398	1	1	1	3	Oxidored_q3 (2)
OG0001399	1	1	1	3	Ferrochelatase (3)
OG0001400	1	1	1	3	Rieske (3)
OG0001401	1	1	1	3	
OG0001402	1	1	1	3	
OG0001403	1	1	1	3	Maf (2)
OG0001404	1	1	1	3	
OG0001405	1	1	1	3	Aconitase (3),Aconitase_2_N (3),Aconitase_B_N (3)
OG0001406	1	1	1	3	DUF2389 (3)
OG0001407	1	1	1	3	SQHop_cyclase_N (2),TED_complement (1),Prenyltrans (2),SQHop_cyclase_C (2)
OG0001408	1	1	1	3	
OG0001409	1	1	1	3	
OG0001410	1	1	1	3	Thy1 (3)
OG0001411	1	1	1	3	FtsZ_C (2),Tubulin (2)
OG0001412	1	1	1	3	TPR_8 (1),TPR_19 (1),TPR_16 (1)
OG0001413	1	1	1	3	
OG0001414	1	1	1	3	Fer2 (3),Fer2_4 (1)
OG0001415	1	1	1	3	CN_hydrolase (3),LNT_N (3)
OG0001416	1	1	1	3	
OG0001417	1	1	1	3	
OG0001418	1	1	1	3	DUF3326 (3)
OG0001419	1	1	1	3	ClpB_D2-small (2),AAA_lid_9 (2),Clp_N (2),AAA_2 (2),AAA (2),AAA_5 (2),UVR (2),Sigma54_activat (1)
OG0001420	1	1	1	3	NTP_transferase (2),NTP_transf_3 (1)
OG0001421	1	1	1	3	LytR_C (2),LytR_cpsA_psr (2)
OG0001422	1	1	1	3	
OG0001423	1	1	1	3	
OG0001424	1	1	1	3	CTP_transf_1 (2)
OG0001425	1	1	1	3	HMGL-like (3),LeuA_dimer (3)
OG0001426	1	1	1	3	IGPS (3)
OG0001427	1	1	1	3	TPR_2 (2),TPR_1 (1),TPR_11 (2),TPR_16 (2),TPR_6 (1),TPR_8 (2),ANAPC3 (1),TPR_10 (1),TPR_7 (2),ChAPs (1)
OG0001428	1	1	1	3	RNase_PH_C (3),S1 (3),RNase_PH (3),PNPase (3),KH_1 (3)
OG0001429	1	1	1	3	GIDA (2),GIDA_C (2),FAD_oxidored (1)
OG0001430	1	1	1	3	Ald_deCOase (3)
OG0001431	1	1	1	3	DUF4079 (3)
OG0001432	1	1	1	3	2TM (2)
OG0001433	1	1	1	3	DUF4126 (3)
OG0001434	1	1	1	3	Sigma70_r4_2 (3),HTH_11 (3),HTH_23 (3),GerE (3),Sigma70_ECF (2),Sigma70_r4 (1)
OG0001435	1	1	1	3	Trans_reg_C (3),Response_reg (3)
OG0001436	1	1	1	3	FeThRed_A (3)
OG0001437	1	1	1	3	Acetate_kinase (2)
OG0001438	1	1	1	3	ResIII (3),ERCC3_RAD25_C (3),Helicase_C (3),XPB_DRD (3),DEAD (3)
OG0001439	1	1	1	3	RuvC (2)
OG0001440	1	1	1	3	ATP-sulfurylase (2),PUA_2 (2)
OG0001441	1	1	1	3	CobW_C (3),cobW (3)
OG0001442	1	1	1	3	HATPase_c (2),MutL_C (3),HATPase_c_3 (3),DNA_mis_repair (3)
OG0001443	1	1	1	3	DHC (3)
OG0001444	1	1	1	3	AAA_lid_2 (3),AAA_3 (3),bpMoxR (3),AAA (3),AAA_5 (3)
OG0001445	1	1	1	3	ClpS (3)
OG0001446	1	1	1	3	Rce1-like (2)
OG0001447	1	2	0	3	
OG0001448	1	1	1	3	TM_helix (3)
OG0001449	1	1	1	3	
OG0001450	1	1	1	3	Pyr_redox_2 (3),Pyr_redox_dim (3),GIDA (2),Pyr_redox (3)
OG0001451	1	1	1	3	CofD (2)
OG0001452	1	1	1	3	
OG0001453	1	1	1	3	DUF2358 (3),SnoaL_2 (2)
OG0001454	1	1	1	3	DUF3493 (2)
OG0001455	1	1	1	3	PmbA_TldD_C (2),PmbA_TldD_M (1),PmbA_TldD (1)
OG0001456	1	1	1	3	POTRA_1 (2)
OG0001457	1	1	1	3	Fer4_10 (2),NIL (2),Fer4 (2),Fer4_7 (2),Fer4_6 (2),Fer4_2 (2),Fer4_21 (1)
OG0001458	1	1	1	3	DAO (2),NAD_binding_8 (1)
OG0001459	1	1	1	3	UbiA (2)
OG0001460	1	1	1	3	Pan_kinase (2)
OG0001461	1	1	1	3	Oxidored_nitro (3)
OG0001462	1	1	1	3	Fer4_NifH (3),ArsA_ATPase (3),AAA_31 (3),CbiA (3),MipZ (2)
OG0001463	1	1	1	3	Cytidylate_kin (2),Cytidylate_kin2 (2),Pantoate_ligase (2)
OG0001464	1	1	1	3	Peptidase_S8 (3),DUF5942 (3)
OG0001465	1	1	1	3	
OG0001466	1	1	1	3	HD (2),TGS (2),HD_4 (2),ACT_4 (2),RelA_AH_RIS (2),RelA_SpoT (2),ACT (1)
OG0001467	1	1	1	3	Orn_Arg_deC_N (2),Arg_decarbox_C (2),Arg_decarb_HB (2)
OG0001468	1	1	1	3	Peptidase_M16 (3),Peptidase_M16_C (3)
OG0001469	1	1	1	3	FA_synthesis (3)
OG0001470	1	1	1	3	
OG0001471	1	1	1	3	
OG0001472	1	1	1	3	BolA (3)
OG0001473	1	1	1	3	Glutaredoxin (3),GST_N_3 (2)
